decimalLatitude,decimalLongitude
-31.874561,-58.21003
-8.060929,-34.87741
-22.709366,-45.054684
-23.59314,-46.607212
-24.36598,-47.01229
-16.747957,-56.85705
-9.602128,-35.71762
-23.163624,-45.826153
-22.50521,-42.9845
-34.25673,-58.760162
-30.076424,-50.862667
-23.638762,-46.62337
-26.037426,-52.67862
-31.296024,-64.29456
-23.958412,-47.236828
-25.068314,-65.42842
-22.751857,-46.899973
-24.22012,-46.849865
-23.583834,-46.64547
-7.354508,-39.545204
-23.664263,-46.571735
-10.187453,-48.365124
-22.899822,-42.419083
-12.474724,-41.454853
-19.057737,-39.9765
-29.35464,-50.173023
-4.023367,-38.22942
-13.704067,-46.332657
-17.282627,-56.69881
-23.657183,-46.532104
-14.317878,-39.024918
-25.515411,-54.585056
-23.657183,-46.532104
-23.600672,-46.744396
-17.282627,-56.69881
-22.405973,-47.560696
-27.216667,-56.933334
-23.071678,-45.933582
-23.300877,-44.877647
-24.016573,-47.152634
-20.454683,-54.57732
-23.071678,-45.933582
-9.257603,-35.910534
-23.56209,-46.65716
-22.890549,-47.05573
-27.439394,-48.464886
-34.64651,-58.678394
-25.49688,-54.576927
-23.674831,-46.73262
-25.55,-54.570858
-29.343208,-49.733063
-32.30098,-59.107033
-17.426271,-61.179634
-23.04155,-47.16312
-29.179111,-56.632504
-22.35152,-49.032116
-25.6004,-54.56865
-32.510986,-58.301765
-22.663614,-46.7274
-22.388075,-44.54747
-19.711636,-42.734573
-28.023746,-48.623875
-15.435514,-55.799694
-26.872463,-49.29564
-27.600195,-48.521183
-18.708408,-52.99762
-25.47034,-49.289806
-27.705294,-48.534122
-25.29912,-57.63789
-23.691973,-46.316048
-21.095154,-47.799873
-23.199013,-45.89099
-23.56674,-46.718685
-22.450949,-42.77093
-23.625984,-47.04555
-22.948578,-46.974483
-22.301218,-47.466045
-22.914309,-43.24064
-22.268341,-47.18216
-22.813223,-46.55469
-20.095621,-55.964844
-23.267408,-45.836803
-28.427666,-54.291954
-23.576815,-46.841537
-23.405508,-46.813667
-31.6815,-60.386715
-23.584932,-45.8244
-21.242887,-44.9846
-3.43637,-40.362698
-23.392263,-46.53385
-34.621452,-58.473003
-17.368874,-66.106964
-14.661438,-40.227352
-19.907309,-40.553154
-23.197184,-45.902985
-23.523272,-46.52878
-18.35059,-63.974106
-26.18235,-58.206482
-22.953732,-43.175404
-34.608106,-58.350922
-25.287565,-57.559856
-23.582623,-46.653595
-26.357958,-53.259636
-15.65548,-47.858814
-27.380228,-48.53328
-15.65548,-47.858814
-12.985782,-38.5214
-29.266914,-56.682613
-22.367897,-47.52421
-20.53687,-47.522526
-17.767433,-63.248455
-23.071678,-45.933582
-19.92141,-49.56473
-34.777306,-55.8299
-29.003893,-52.157005
-18.18039,-63.87264
-20.437855,-54.55075
-25.171127,-48.299816
-23.939663,-47.19778
-25.455776,-49.686775
-21.244444,-48.295834
-23.65576,-46.541084
-24.030182,-47.352463
-27.18227,-51.517727
-18.793232,-64.2021
-22.312576,-49.068314
-23.67987,-46.490536
-26.4329,-49.2411
-25.683304,-54.455452
-14.776248,-41.90953
-27.572977,-56.677433
-17.283611,-66.29
-16.562252,-49.281918
-18.735985,-51.436493
-14.076123,-47.898
-30.049416,-51.193542
-23.042398,-46.653706
-20.625193,-43.76009
-31.753792,-52.33616
-22.967798,-46.81912
-23.330168,-44.659237
-22.405317,-47.5476
-5.297991,-41.603836
-20.793611,-46.365781
-30.038137,-51.207874
-23.583656,-46.62993
-28.387672,-57.88084
-31.66993,-60.7158
-22.162312,-42.37722
-19.529654,-63.671932
-15.394435,-55.83812
-7.085497,-40.083866
-22.764904,-47.150208
-21.576574,-44.69668
-28.540709,-57.09751
-23.576815,-46.841537
-23.64966,-46.5251
-27.450043,-55.77112
-21.141747,-48.45124
-17.30175,-48.2946
-27.664953,-55.678783
-25.560724,-54.435913
-25.6004,-54.56865
-30.203257,-57.501854
-34.582642,-58.415951
-25.263834,-57.543
-22.970722,-43.21146
-24.26784,-48.40946
-25.55,-54.570858
-27.14627,-65.73912
-27.823591,-56.84794
-25.627878,-49.17165
-17.870604,-63.223003
-30.257454,-57.571857
-23.219143,-46.857307
-23.587778,-47.758358
-22.643932,-55.63973
-23.085241,-47.192253
-23.533113,-46.635746
-3.719893,-38.51085
-28.53552,-57.174225
-7.137686,-34.845974
-27.14115,-53.926113
-23.170162,-45.89024
-34.919445,-54.967144
-32.191017,-58.163013
-24.72622,-65.49813
-22.955738,-45.871254
-23.524523,-46.15094
-26.89483,-48.71664
-23.65576,-46.541084
-22.352962,-44.79607
-24.162966,-46.825035
-23.569792,-46.50384
-23.584932,-45.8244
-23.576815,-46.841537
-23.557693,-45.298454
-22.96264,-48.412735
-29.139466,-51.516731
-27.226404,-56.160908
-30.94069,-62.88302
-25.619102,-54.594006
-17.299221,-56.838127
-23.028126,-46.57565
-20.52257,-54.65978
-27.34176,-58.596992
-29.64951,-53.919983
-15.158133,-44.241814
-22.206535,-63.932438
-19.150488,-40.06817
-27.664953,-55.678783
-13.763229,-66.09843
-23.817455,-64.82042
-23.612091,-46.866684
-5.8454,-35.21593
-30.015572,-51.167034
-23.202736,-65.34704
-24.162966,-46.825035
-27.11855,-58.64412
-23.576815,-46.841537
-23.601736,-46.803753
-23.576815,-46.841537
-30.052137,-51.17816
-24.966114,-48.002975
-23.605387,-46.74303
-23.583656,-46.62993
-24.509932,-65.33631
-20.448956,-54.694733
-25.619102,-54.594006
-23.54835,-46.66134
-25.410902,-49.24905
-23.376333,-51.221954
-29.170849,-59.25888
-23.596964,-46.772114
-17.762857,-63.177956
-17.870604,-63.223003
-16.260695,-42.42399
-22.948578,-46.974483
-24.331066,-47.003075
-24.040075,-48.013966
-25.574621,-54.586243
-20.09555,-55.965233
-29.30912,-50.912327
-22.899973,-42.419018
-15.854785,-48.956253
-22.412798,-42.738014
-23.491941,-46.522892
-23.664263,-46.571735
-21.741688,-43.34825
-34.619682,-58.519096
-34.513947,-58.4702
-23.585335,-46.644264
-23.193947,-46.961555
-22.948578,-46.974483
-22.431982,-44.615078
-16.190165,-67.71567
-23.635082,-46.521435
-28.467957,-65.7954
-22.92506,-45.453934
-34.608204,-58.35397
-22.360437,-47.81577
-14.317931,-39.024864
-23.681192,-64.901436
-15.010557,-53.937798
-23.574192,-46.740795
-23.503002,-47.460865
-23.173382,-45.89349
-15.65548,-47.858814
-34.608204,-58.35397
-30.725246,-57.82893
-24.128794,-46.69657
-23.609615,-46.7427
-25.515411,-54.585056
-16.562252,-49.281918
-22.879622,-47.05104
-22.951653,-43.175488
-23.664886,-46.551025
-23.609615,-46.7427
-23.606546,-46.73787
-22.927683,-43.172836
-25.328432,-57.507824
-27.780409,-48.790615
-20.480387,-54.66539
-3.723085,-38.48801
-20.095621,-55.964844
-21.986378,-47.88159
-34.629707,-58.48347
-22.937183,-43.07406
-23.582474,-46.646706
-22.399256,-47.546032
-23.08683,-47.218155
-23.664886,-46.551025
-31.871435,-58.211575
-22.967442,-43.22412
-23.669456,-46.544487
-25.393671,-64.59217
-34.68023,-58.445164
-31.608479,-60.59578
-18.76624,-65.11399
-22.817411,-43.23706
-25.38458,-49.015636
-22.829178,-47.527103
-23.763912,-46.340157
-25.606855,-54.54876
-25.883043,-50.427155
-17.102716,-56.943047
-25.55,-54.570858
-16.60309,-49.260437
-27.156622,-48.488495
-24.098343,-64.4003
-22.393581,-47.544205
-24.126247,-64.402695
-22.740965,-46.89549
-29.598925,-51.193996
-26.511763,-49.11729
-22.542921,-44.799694
-34.492,-58.479168
-21.142666,-45.042915
-22.405317,-47.5476
-22.766947,-47.095142
-24.116476,-65.46828
-31.864014,-58.259098
-27.384478,-65.988235
-25.565706,-53.128693
-30.025463,-51.157707
-23.635082,-46.521435
-23.586197,-46.659103
-34.058212,-58.988117
-31.429453,-58.092861
-25.376526,-50.670277
-31.35202,-58.005657
-7.161297,-40.100452
-23.638762,-46.62337
-23.712715,-46.55688
-30.015572,-51.167034
-23.781078,-46.53342
-22.68946,-52.19398
-22.964037,-43.182552
-24.170248,-65.48203
-24.73239,-65.49488
-22.484606,-44.47095
-25.552595,-54.56921
-23.700237,-46.711132
-23.334763,-46.725994
-22.405317,-47.5476
-23.50483,-46.65419
-32.522045,-58.026585
-22.421066,-42.955536
-33.50326,-58.814835
-23.56209,-46.65716
-20.442947,-54.663136
-24.364729,-47.023087
-26.17007,-58.193394
-24.784525,-65.41506
-20.546812,-46.40835
-11.783427,-55.38963
-23.190409,-49.30916
-25.857054,-53.975605
-23.14299,-46.55761
-26.4329,-49.2411
-26.820976,-65.25732
-23.582657,-46.649353
-25.606855,-54.54876
-23.583656,-46.62993
-16.562252,-49.281918
-22.751423,-47.619286
-26.410282,-54.569714
-29.983263,-51.188305
-8.083333,-36.666667
-23.219143,-46.857307
-22.82301,-44.90274
-25.490858,-49.60654
-23.589085,-46.65467
-23.691706,-46.580994
-24.27197,-46.930023
-17.357506,-56.768127
-34.469345,-58.494965
-26.93225,-56.22381
-23.512354,-46.66539
-26.773354,-65.32756
-23.583656,-46.62993
-33.16686,-58.356636
-25.515411,-54.585056
-24.171516,-64.44047
-28.546251,-57.19647
-22.300098,-43.2132
-23.59314,-46.607212
-24.14315,-47.973732
-23.540558,-46.563618
-27.823591,-56.84794
-34.608204,-58.35397
-13.763229,-66.09843
-22.010433,-47.41125
-20.154123,-53.790028
-22.255737,-54.795284
-22.920986,-43.269215
-25.268764,-57.578297
-23.586197,-46.659103
-21.592533,-46.64015
-25.681963,-53.074448
-32.04273,-52.257587
-22.393581,-47.544205
-20.049206,-44.006603
-14.312613,-39.024868
-23.206505,-65.34748
-26.928938,-48.634674
-19.857798,-44.007107
-25.55,-54.570858
-20.502151,-54.68105
-25.529867,-65.51351
-25.314556,-57.587
-23.584255,-46.648933
-23.425764,-45.083
-28.639496,-49.509712
-25.454311,-54.585102
-26.628687,-54.105633
-23.033346,-45.60335
-24.312813,-47.000584
-14.066731,-38.960354
-23.406,-45.857
-21.244444,-48.295834
-4.25062,-38.92991
-16.37861,-56.620834
-23.645178,-46.558105
-23.461594,-46.637756
-16.641277,-49.249653
-30.093771,-51.121975
-26.4329,-49.2411
-23.576815,-46.841537
-22.523518,-43.030228
-10.137856,-41.133648
-31.666945,-52.5825
-16.564848,-49.284492
-20.16253,-42.27781
-23.071678,-45.933582
-22.437513,-47.76037
-24.002121,-65.33654
-7.209107,-40.008026
-19.09848,-43.699852
-29.37049,-50.830708
-26.4329,-49.2411
-25.552273,-54.519566
-30.245768,-57.603737
-23.648964,-47.09063
-22.62023,-47.67867
-26.86777,-57.00098
-22.156792,-46.030952
-23.638762,-46.62337
-30.33971,-51.29881
-22.802073,-45.993336
-20.25189,-56.37084
-26.08,-56.8
-23.576815,-46.841537
-30.714857,-59.467594
-12.831871,-38.271152
-31.800278,-52.409306
-23.57443,-46.628616
-22.905396,-43.102722
-24.35541,-57.160267
-15.143273,-39.17128
-12.115156,-39.110214
-24.912281,-65.52145
-23.70925,-46.42038
-25.263834,-57.543
-30.098042,-51.25324
-26.513165,-49.117737
-23.583887,-46.643883
-26.511763,-49.11729
-16.709383,-43.941566
-25.55,-54.570858
-24.69976,-65.386475
-28.546251,-57.19647
-22.419796,-45.783077
-24.19058,-46.805187
-16.42083,-39.05596
-15.378059,-40.21504
-17.07033,-49.60182
-25.471853,-49.321236
-24.120127,-65.41272
-21.3565,-46.516865
-23.58262,-46.645504
-25.36344,-48.87579
-23.760838,-64.8495
-23.56144,-46.73189
-23.491941,-46.522892
-25.515411,-54.585056
-15.391956,-39.564426
-27.045671,-65.66743
-23.17595,-45.85515
-23.19097,-45.888306
-23.800226,-46.656208
-30.259995,-57.59753
-22.95537,-43.164898
-24.017942,-46.292305
-23.4255,-47.597305
-21.236162,-48.344135
-22.999445,-43.371666
-31.865778,-58.259792
-29.368797,-50.87961
-19.414939,-42.496946
-9.609572,-35.711163
-25.55,-54.570858
-30.025463,-51.157707
-27.412642,-56.76453
-34.53852,-58.443703
-27.485634,-55.110435
-22.367897,-47.52421
-23.664263,-46.571735
-25.317543,-64.725075
-23.575394,-46.467617
-22.184921,-47.64763
